"id","name","phone","email","logo","latitude","longitude","address","footer_text","minimum_order","comission","schedule_order","status","vendor_id","created_at","updated_at","free_delivery","rating","cover_photo","delivery","take_away","item_section","tax","zone_id","reviews_section","active","off_day","gst","self_delivery_system","pos_system","minimum_shipping_charge","delivery_time","veg","non_veg","order_count","total_order","module_id","order_place_to_schedule_interval","featured","per_km_shipping_charge","prescription_order","slug","maximum_shipping_charge","cutlery","meta_title","meta_description","meta_image","announcement","announcement_message","store_business_model","package_id","pickup_zone_id","comment","tin","tin_expire_date","tin_certificate_image"
"63","Vijay Dosa","+918610822033","vijaymegala868@gmail.com","2025-08-24-68ab3937e5813.png","29.95237289656863","76.05297475359954","Jakhal Road",NULL,"50.00","10.00","0","1","63","2025-08-24 21:35:51","2026-05-17 21:27:19","0","{""1"":2,""2"":0,""3"":1,""4"":0,""5"":6}","2025-10-11-68e9d39993c30.png","1","1","1","0.00","2","1","1"," ",NULL,"0","0","0.00","35-40 min","1","0","139","168","2",NULL,"1","0.000","0","vijay-dosa",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2025-10-31",NULL
"64","ghar di rasoi","+919914346208","sandhuprabhleen96@gmail.com","2025-08-28-68afe0cc12ae6.png","29.94076230451972","76.14244557917118","W4RR+GJJ, Jaikhar, Punjab 147105, India",NULL,"0.00",NULL,"0","0","64","2025-08-28 10:23:32","2026-01-05 17:30:24","0",NULL,"2025-08-28-68afe0cc16c0b.png","1","1","1","1.00","2","1","1"," ",NULL,"0","0","0.00","15-25 minute","1","1","0","0","2","0","0","0.000","0","ghar-di-rasoi",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,"[]",NULL,NULL,NULL,NULL
"65","RedGo Store","9532156789","redgostore121@gmail.com","2025-08-28-68b000d00f4ca.png","29.93418515779035","76.06140532321052",NULL,NULL,"0.00",NULL,"0","1","65","2025-08-28 12:40:08","2026-01-05 17:30:24","0",NULL,"2025-08-28-68b000d0131d7.png","1","1","1","0.00","2","1","1"," ",NULL,"0","0","0.00","15-30 min","1","1","0","0","4","0","0","0.000","0","redgo-store",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,NULL,NULL,NULL
"66","Grocery","+917814135816","sighh805@gmail.com","2025-09-05-68bac590589b8.png","29.951091300516627","76.05084847658873","180, MANGAL BASTI, Patran, Punjab 147105, India",NULL,"0.00",NULL,"0","0","66","2025-09-05 16:42:16","2026-01-05 17:30:24","0",NULL,"2025-09-05-68bac5905ac6e.png","1","1","1","1.00","2","1","1"," ",NULL,"0","0","0.00","10-15 minute","1","1","0","0","2","0","0","0.000","0","grocery",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,"[]",NULL,NULL,NULL,NULL
"67","WarBrew","+919464396623","Warbrew6@gmail.com","2025-09-06-68bc13fe428ff.png","29.9490786917418","76.05229552835226","66, Jakhal Rd, near by Anaj Mandi, Zora Basti, Patran, Punjab 147105, India",NULL,"0.00",NULL,"0","0","67","2025-09-06 16:29:10","2026-01-05 17:30:24","0",NULL,"2025-09-06-68bc13fe46f6d.png","1","1","1","10.00","2","1","1"," ",NULL,"0","0","0.00","30-35 minute","1","1","0","0","2","0","0","0.000","0","warbrew",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,"[]",NULL,NULL,NULL,NULL
"70","Chole Puri Junction","+917355240737","deeptocode@gmail.com","2025-09-20-68ce588f996e2.png","29.950393238121816","76.0574498454139","Narwana Road, Patran, Punjab 147105, India",NULL,"50.00","0.00","0","1","70","2025-09-20 13:02:31","2026-05-18 12:31:19","0","{""1"":1,""2"":1,""3"":1,""4"":2,""5"":6}","2025-10-11-68e9d5b51baa5.png","1","0","1","0.00","2","1","1"," ","{""status"":""0"",""code"":null}","0","0","0.00","15-30 min","1","0","120","162","2",NULL,"1","0.000","0","chole-puri-junction","0.000","0",NULL,NULL,NULL,"1","FAST SERVICE ONLY 15 MINT IN ORDER DELIVERED","commission",NULL,"[]",NULL,"12345","2028-10-31",NULL
"72","Caffe Amour","9804300021","caffeamour01@gmail.com","2025-10-12-68ebc07e59aa1.png","29.96126551625019","76.055550165012",NULL,NULL,"0.00","15.00","0","1","72","2025-10-12 20:21:42","2026-05-18 21:14:57","0","{""1"":3,""2"":0,""3"":0,""4"":0,""5"":4}","2025-10-17-68f19d564870b.png","1","1","1","0.00","2","1","1"," ",NULL,"0","0","0.00","35-40 min","1","1","142","195","2","0","1","0.000","0","caffe-amour",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2025-10-29","2025-10-12-68ebc07e5b81e.jpg"
"74","Burger 86","+918558886186","rajwinde88@gmail.com","2025-10-31-6904ba0442cd0.png","30.0651474","75.9927127","Shere Punjab Markit",NULL,"50.00","15.00","0","1","74","2025-10-31 19:00:44","2026-01-05 17:30:24","0",NULL,"2025-12-23-694a4e8d18a73.png","1","1","1","0.00","5","1","1"," ",NULL,"0","0","0.00","30-35 min","1","0","0","0","2",NULL,"0","0.000","0","burger-86",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2027-12-31","2025-10-31-6904ba04448aa.png"
"83","Pizza Haven","+917707840295","juma15233@gmail.com","2025-12-13-693d5c743d886.png","30.063562071519783","75.99241518082508","Sher-e-Punjab Market",NULL,"70.00","15.00","0","1","83","2025-11-07 09:57:56","2026-01-18 15:04:21","0",NULL,"2025-12-23-694a5f6a48527.png","1","1","1","0.00","5","1","1"," ",NULL,"0","0","0.00","30-40 min","1","0","1","3","2",NULL,"0","0.000","0","pizza-haven",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"22125044001238","2027-09-24","2025-12-13-693d5c743ee51.pdf"
"86","Swaad express","+916283176416","adsglobal1996@gmail.com","2025-11-07-690de411b4c52.png","29.954945297763636","76.05511955916882","Mahavir Dharamshala, Girls School Street, Patran, Punjab 147105, India",NULL,"0.00","15.00","0","1","86","2025-11-07 17:50:33","2026-05-18 21:15:00","0","{""1"":8,""2"":1,""3"":2,""4"":3,""5"":10}","2026-02-12-698d79026413f.png","1","1","1","0.00","2","1","1"," ","{""status"":""0"",""code"":null}","0","0","0.00","35-40 min","1","0","112","138","2","0","0","0.000","0","swaad-express","0.000","0","Jithe Har Bite Vich Swaad Hai","A cloud kitchen serving the true taste of India — North, South, and everything in between, cooked with love and Punjabi warmth.                                                                    Skip the stress, order the best! Swaad Express brings the authentic, comforting flavors of Pind Da Khana (Village Food) right to your doorstep. Specializing in hearty Chole Chawal, crispy Aaloo Parathas, and our refreshing Malai Maar Lassi. Simple, fresh, and consistently delicious—just like Mom made it. Taste that travels fast!","2025-11-08-690f7175ecfb9.png","0",NULL,"commission",NULL,"[]",NULL,"123456789","2027-12-31","2025-11-07-690de411b6955.pdf"
"90","Royal Green Restaurant","+918872354725","bhagwantsinghjawandha@gmail.com","2025-11-12-6914332a863c7.png","30.0636744","75.9931273","Shere Punjab Market (Dirba)",NULL,"70.00","15.00","0","1","90","2025-11-12 12:41:38","2026-01-05 17:30:24","0",NULL,"2025-11-12-6914332a87ccf.png","1","1","1","0.00","5","1","1"," ",NULL,"0","0","0.00","30-40 min","1","1","0","0","2",NULL,"0","0.000","0","royal-green-restaurant",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2030-10-10","2025-11-12-6914332a88eb9.jpeg"
"92","Shahi Dahi Bhalla","+919855537620","hardeep.sharma777@gmail.com","2025-11-17-691afae4e3fd3.png","29.94692518223026","76.05441861222936","Jakhal Road, Patran",NULL,"0.00","25.00","0","0","92","2025-11-17 16:07:24","2026-02-24 22:03:47","0","{""1"":1,""2"":0,""3"":0,""4"":0,""5"":0}","2025-11-17-691afae4e5e9f.png","1","1","1","0.00","2","1","1"," ",NULL,"0","0","0.00","20-30 min","1","1","13","18","2","0","0","0.000","0","shahi-dahi-bhalla",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2030-10-10","2025-11-17-691afae4e6c21.jpg"
"93","D Haveli (Spice Roots)","+919958831424","Dkstarbuilders@gmail.com","2025-11-18-691bfacc737d3.png","30.0376805","76.1213225","Dedhna, Samana Road",NULL,"150.00","15.00","0","1","93","2025-11-18 10:19:16","2026-03-05 14:57:10","0",NULL,"2025-12-31-6954dcd917394.png","1","1","1","0.00","4","1","1"," ",NULL,"0","0","0.00","30-40 min","1","1","30","34","2",NULL,"1","0.000","0","d-haveli-spice-roots",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2030-10-19","2025-11-18-691bfacc766e7.jpg"
"94","Burger Pound","+916284654182","Ks9187808@gmail.com","2025-11-21-692029162f7bc.png","29.99901702927082","76.08760039808854","Opposite Paradise School, Patran Road, Ghagga",NULL,"0.00","15.00","0","1","94","2025-11-21 14:25:50","2026-03-03 14:02:24","0",NULL,"2025-12-31-6954debd56205.png","1","1","1","0.00","4","1","1"," ",NULL,"0","0","0.00","30-40 min","1","1","11","14","2","0","1","0.000","0","burger-pound",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2030-12-10","2025-11-21-6920291632642.jpg"
"98","Lets bake it","+919517070627","Ishusingla1997@gmail.com","2025-12-05-6932cc16e5401.png","29.946021063657643","76.05430349707603","247, near BSNL Exchange, Lakh Wali Basti, Patran, Punjab 147105, India",NULL,"0.00","10.00","0","0","98","2025-12-05 17:42:06","2026-03-22 12:59:12","0",NULL,"2025-12-05-6932cc16e98f1.png","1","1","1","0.00","2","1","1"," ",NULL,"0","0","0.00","1-2 hours","1","1","0","0","2","0","0","0.000","0","lets-bake-it",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,"[]",NULL,"12345","2030-12-05","2025-12-05-6932cc16e9f97.jpg"
"101","American Thugs","+917973936462","deepadhillon681@gmail.com","2025-12-13-693d55bcd9d7f.png","30.07082547669967","75.98291569005619","Sangrur Road Dirba",NULL,"70.00",NULL,"0","0","101","2025-12-13 17:32:04","2026-03-22 12:59:04","0",NULL,"2025-12-23-694a663b86554.png","1","1","1","0.00","5","1","1"," ",NULL,"0","0","0.00","35-40 min","1","1","0","0","2",NULL,"0","0.000","0","american-thugs",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2029-12-31","2025-12-13-693d55bcdc8f5.png"
"103","King Garden Restaurant","+918310756268","Lakhvirsingh1980j@gmail.com","2025-12-25-694d1dda277b7.png","30.071322331247465","75.98124863709484","Main Road Dirba",NULL,"69.00",NULL,"0","0","103","2025-12-24 11:30:03","2026-03-22 12:58:59","0",NULL,"2025-12-25-694d1dda28bfc.png","1","1","1","0.00","5","1","1"," ",NULL,"0","0","0.00","30-40 min","1","1","0","0","2",NULL,"0","0.000","0","king-garden-restaurant-dirba",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2030-12-12","2025-12-24-694b8163c3de3.jpg"
"105","Town Fusion Fast Food","+919872897701","kuldeepmehra97701@gmail.com","2026-01-01-695657561b2d7.png","29.9521304","76.05387259999999","Patran",NULL,"0.00","15.00","0","0","105","2026-01-01 16:45:34","2026-01-30 13:00:27","0",NULL,"def.png","1","1","1","0.00","2","1","0"," ",NULL,"0","0","0.00","30-40 min","1","1","1","2","2","0","0","0.000","0","town-fusion-fast-food",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345","2030-10-12","2026-01-01-695657561d7a1.jpg"
"106","Nepali Dhaba And Fast Food Corner","+917340872287","shahikabi74@gmail.com","2026-02-01-697efe1de0e3c.png","29.957085","76.05234","Tobha Market, Near Verka Milk Dairy  , Patran",NULL,"50.00","10.00","0","1","106","2026-02-01 12:47:49","2026-05-17 21:57:46","0","{""1"":4,""2"":0,""3"":2,""4"":0,""5"":2}","2026-02-01-697f35d32b8dc.png","1","1","1","0.00","2","1","1"," ",NULL,"0","0","0.00","35-40 min","1","0","138","166","2",NULL,"0","0.000","0","nepali-dhaba-and-fast-food-corner",NULL,"0",NULL,NULL,NULL,"0",NULL,"commission",NULL,NULL,NULL,"12345678","2030-11-12","2026-02-01-697efe1de376f.jpg"
